Candidato,Mes,Texto
Rodrigo Paz,Junio,"Rodrigo Paz, candidato a la Presidencia por el Partido Demócrata Cristiano (PDC), invitó este miércoles a Jaime Dunn a sumarse a su proyecto de cara a las elecciones. Invito a Jaime Dunn que, si no le permiten correr, no se tiente de ir con los ya conocidos veteranos de la política. Que mantenga su perfil de emergente y se sume a este grupo que estamos construyendo desde el PDC y otras organizaciones, indicó Paz a DTV. El hijo del expresidente Jaime Paz Zamora destacó las capacidades que tiene Dunn y dijo que su aporte sería valioso en un proyecto de renovación política. Tiene un potencial y conocimiento extraordinario en su área. Creo que podemos sumar un esfuerzo conjunto por el país en este año del Bicentenario, sostuvo. Desde que se presentó como candidato, Dunn tropezó con problemas para presentar los requisitos necesarios para postular a la Presidencia por Nueva Generación Patriótica (NGP). Uno de los documentos que le falta obtener es la solvencia fiscal. Sin embargo, en las últimas horas, Dunn obtuvo este miércoles la solvencia fiscal que extiende la Contraloría General del Estado, requisito para inscribirse en el Tribunal Supremo Electoral (TSE). Este hecho calificó de una victoria contra el sistema. Tengo que proceder a una reunión y una revisión de los documentos y presentarlos en dos o tres horas máximo, dijo Dunn a los periodistas al dejar las instalaciones de la Contraloría. El analista financiero, que se animó a participar en las elecciones generales del 17 de agosto, indicó que la obtención del documento es una victoria muy importante contra el sistema que va a cambiar, si es elegido por los bolivianos. "
Edman Lara,Septiembre,"El candidato a la vicepresidencia por el Partido Demócrata Cristiano (PDC), Edman Lara, se presentó este martes en el Juzgado de La Guardia para la audiencia relacionada con un proceso por terrenos de la Policía, sin embargo, el acto fue postergado para el próximo 12 de septiembre.  De acuerdo con la información brindada a la salida del juzgado, la suspensión se debió a que el fiscal asignado al caso solicitó vacaciones.  En paralelo, se conoció que el denunciante estaría buscando un desistimiento y llegar a un acuerdo, aunque aún se espera la confirmación oficial de esta situación.  Lara explicó que este proceso se remonta a su denuncia contra un exfuncionario policial acusado de presuntamente estafar a 68 familias con la venta de terrenos.  Sin embargo, aseguró que en lugar de atender su reporte, la investigación se volvió en su contra.  De denunciante pasé a denunciado.  Ya me juzgaron y ahora pretenden juzgarme una vez más por el mismo hecho.  Si revisan los antecedentes se trata de un mismo lugar y un mismo hecho, manifestó el candidato, cuestionando la continuidad del caso."
Edman Lara,Septiembre,"La audiencia de Edman Lara, candidato vicepresidencial del PDC, se suspendió este martes para el próximo 12 de septiembre.  El proceso se inició por su denuncia contra un expolicía por una presunta estafa a 68 familias con con la venta de terrenos.  La suspensión en el Juzgado de La Guardia se debió a que el fiscal a cargo pidió vacaciones.  Lara cuestionó que su denuncia contra un expolicía por este caso haya sido rechazada y que en su lugar se abrió un proceso en su contra.  De denunciante pasé a denunciado.  Ya me juzgaron y ahora pretenden juzgarme una vez más por el mismo hecho, denunció el candidato.  Horas después, en un video en TikTok, denunció un supuesto complot en su contra.  Cualquier cosa que le llegue a pasar a mi persona será responsabilidad del general Augusto Russo Sandoval (comandante general de la Policía), de Tuto Quiroga (candidato presidencial de la alianza Libre) y de la señora Guadalupe Cárdenas, denunció Lara.  Según el candidato, policías en activo le informaron que el General se ha reunido con Tuto Quiroga y está conspirando en mi contra.  Agregó que Russo también se reúne con Cárdenas y que personal de inteligencia me sigue a todos los lados.  Están preparando algo en mi contra, finalizó. A"
Edman Lara,Septiembre,"El candidato a la Vicepresidencia del Estado por Alianza Libre, Juan Pablo Velasco, calificó de &#039;lapsus&#039; las declaraciones de su contendiente, Edman Lara, del Partido Demócrata Cristiano (PDC).  Haciendo clara referencia a las palabras vertidas por el candidato en diferentes escenarios.  Asimismo, Velasco adelantó que si ganan el balotaje, reforzarán las relaciones internacionales con Estados Unidos, antes que con Irán.  &quot;Yo tengo recomendaciones para él (Edman Lara).  Yo creo que no debe ser una mala persona.  Yo creo que se ha equivocado al insultar a Tuto Quiroga.  Se ha equivocado al difamarme a mí.  Se ha equivocado al decirme que me tienen que investigar.  Se ha equivocado al decir que quiere meter presos a todos.  Se ha equivocado al decir que no confía en la gente que está detrás de él.  Se ha equivocado durante estos últimos 20 días&quot;, apuntó Velasco la noche de este miércoles en el programa YO ELIJO, de EL DEBER. Entonces, continuó el vicepresidenciable, &quot;hay que tranquilizarse, debatamos ideas, hablemos de los problemas de la gente.  Yo estoy seguro que lo que ha tenido él en estos últimos 20 días son 20 lapsus.  No creo que sea una persona así&quot;. Es más, Velasco agregó: &quot;no creo que sea una persona tan agresiva.  No creo que sea una persona que parece que tiene un rencor hacia algunos bolivianos.  Y debatamos ideas, hablemos de los problemas que tiene la gente&quot;.  Inclusive consideró que &quot;podemos tener una linda charla con él.  Lo respeto y entiendo que se ha ganado este lugar.  Y entiendo también que como a él le ha debido, como a nosotros, costar mucho esfuerzo, trabajo y sacrificio, no es fácil estar en una segunda vuelta&quot;. Hay que recordar que Velasco fue desafiado a debatir hace unos días en el mercado Abasto, el candidato de Libre acudió a la cita, pero el del PDC, no.  Relaciones internacionales Por otro lado, Velasco aseguró que de ganar la segunda vuelta el 19 de octubre próximo, Bolivia va a &quot;ser más amiga de Estados Unidos que de Irán&quot;.  Asimismo, resaltó que el interés de las relaciones internacionales con los otros países, girará en torno al tema económico. &quot;Tenemos que entablar relaciones con los (países) que más rédito económico le puede dar a Bolivia, grandes potencias del mundo, sin meterse en ideologías, porque es la única manera de que el país (Bolivia) crezca&quot;, aseveró Velasco, a tiempo de subrayar que &quot;vamos a ser más amigos de Estados Unidos que de Irán&quot;. El también emprendedor destacó: &quot;como política de Estado no vamos a hacer nada que vaya a tocar el bolsillo de los sectores más vulnerables&quot;.  Detalló que &quot;somos un país con un sector gremial grande, con un sector transportista grande, que necesita diésel y no hay.  La economía está complicada.  Las medidas que vamos a tener son parar la inflación&quot;. Es más, sobre el combustible, sostuvo que &quot;la subvención (del diésel) se va a mantener para el transporte público y se quitará al resto, para darle a precio internacional&quot;."
Edman Lara,Septiembre,"Aunque hasta el martes, el binomio del Partido Demócrata Cristiano (PDC), Rodrigo Paz y Edman Lara, habían confirmado su participación y asistencia al &#039;encuentro por la democracia&#039;, organizado por el Tribunal Supremo Electoral en Santa Cruz; este miércoles, el vicepresidenciable de dicho partido, Edman Lara, no llegó a la cita.  Según explicó Paz, su compañero de fórmula, el capitán Lara, fue objeto de graves agresiones el martes en la noche, en el estadio de El Alto, después del partido entre Bolivia y Brasil.  Lamentamos que ayer, por ejemplo, pequeños grupos se hayan dedicado a hostigar, insultar y agredir a Edman Lara en el estadio de El Alto, y que estos hechos se hayan repetido en los aeropuertos.  Eso es inadmisible y reprochable desde todo punto de vista, apuntó Paz, frente a los medios de comunicación, este miércoles antes de ingresar al &#039;encuentro por la democracia&#039;. Ante esta situación, es que Lara canceló su viaje programado a Santa Cruz, donde debía acompañar a Paz, &quot;para prevenir que su esposa, quien tenía una reserva para un vuelo posterior, fuera también atacada&quot;. No obstante, Paz sostuvo que las agresiones se originan en denuncias falsas de la guerra sucia, por lo que exigió a su adversario político actuar con transparencia y frenar este tipo de campañas de desinformación, denuncia y agravio contra las personas. Los bolivianos ya no quieren la confrontación ni los ataques con insultos racistas y discriminadores.  Eso debe acabarse, enfatizó el presidenciable de PDC."
Edman Lara,Septiembre,"El candidato a la vicepresidencia del Partido Demócrata Cristiano (PDC), Edman Lara, nuevamente se convirtió, durante las últimas horas, en un personaje viral de las redes sociales con una ola de comentarios por sus nuevos dichos. Esta vez el candidato generó controversia porque se compartió el fragmento del video de un acto político en el que considera que tendrá, incluso, más poder que su candidato a la presidencia, Rodrigo Paz, en caso de que llegara a ganar la segunda vuelta electoral del próximo 19 de octubre.  Muchos dicen: el capitán Lara qué va a hacer si es vicepresidente, Rodrigo lo va a mandar a arrear, lo va a mandar a pasearse.  No pues, a ver, ¿quién es la cabeza? En Bolivia hay cuatro poderes, (entre ellos el) Poder Ejecutivo, que está a la cabeza del Presidente, y el Poder Legislativo ¿a la cabeza de quién está? Vicepresidente, yo voy a ser la cabeza del Poder Legislativo, dijo Lara a sus seguidores. El Legislativo es de donde sale la ley, donde se aprueban todos los proyectos.  ¿La plata dónde se aprueba? En el Poder Legislativo, yo tengo más poder que Rodrigo todavía, pero poder para hacer el bien, si yo no le apruebo, Rodrigo no hace nada.  ¿Ustedes creen que yo le voy a aprobar cosas para que se haga el mal? No pues, primero yo voy a analizar para qué va a ser, yo soy el que va a dar prioridad, continuó. Lara, que se hizo conocido por denunciar presuntos actos de corrupción en la Policía, es un nuevo personaje de la política boliviana que sorprendió, junto a su binomio Rodrigo Paz, en las elecciones del 17 de agosto al lograr la mayor preferencia electoral. Sin embargo, durante las últimas semanas rumbo a la segunda vuelta, generó polémica en una serie de ocasiones por algunas de sus promesas electorales, acusaciones y advertencias. Incluso, en una pasada declaración, amenazó a su candidato a la presidencia con quitarle el apoyo, aunque luego se reconcilió con su acompañante y aseguró que es un gran hombre.  En medio de estas controversias, el binomio del PDC denunció en una serie de ocasiones que es víctima de &quot;guerra sucia&quot;."
Edman Lara,Septiembre,"El candidato a la vicepresidencia del Partido Demócrata Cristiano (PDC), Edman Lara, instó a sus seguidores a ganar entre todos la gran final del 19 de octubre, cuando se definirá al próximo presidente de Bolivia en un histórico balotaje. Tenemos una batalla importante que ganar entre todos, que no nos gane la guerra sucia, que no nos callen los medios de prensa vendidos, que no vuelvan los de siempre a dividir, que viva la integración y la unidad del pueblo boliviano, afirmó Lara el sábado en una visita al distrito minero de Colquiri, departamento de La Paz.  Aseguró que saldrán adelante les gusta o no a los corruptos porque, según sus promesas electorales, Bolivia tendrá una reforma tributaria, se cerrará la Aduana, se acabará con la corrupción y se tendrá una mejor salud y educación. También reiteró su promesa de viviendas sociales y un aumento de la Renta Dignidad hasta los Bs 2. 000, pero de manera progresiva empezando desde Bs 500. No pierden la fe, crean en Dios, crean en ustedes, que el 19 de octubre enterramos a la vieja casta política de izquierda y de la derecha, y empezamos una nueva era, que viva mi patria Bolivia y que mueran los corruptos de mierd…caraj…, concluyó."
Edman Lara,Septiembre,"El candidato a la presidencia del Partido Demócrata Cristiano (PDC), Rodrigo Paz, respaldó este martes los nuevos dichos de su acompañante a la vicepresidencia Edman Lara.  Esta vez, la controversia nace con la expresión de Lara al considerar que tendrá más poder que el propio mandatario del país si gana el balotaje del próximo 19 de octubre.  En la tarde de ayer dije que Edman Lara es el capitán general del Parlamento, eso es lo que él dijo en la mañana porque es real, o sea, las normas salen del Parlamento para generar normativas ya sea para cambiarlas, derogarlas o abrogarlas, señaló Paz. El presidenciable, como en otras ocasiones, consideró que se trata de una guerra sucia y que por eso, otra vez, se genera polémica.  No hagan escándalo donde no hay, no caigan ustedes, los medios de comunicación, en la guerra sucia que están queriendo establecer, démosle certidumbre al país, tranquilidad, afirmó Paz. ¿Qué dijo exactamente Lara?Según un fragmento de video que circula en distintas plataformas, Lara dijo a sus seguidores en un acto público que tendrá, incluso, más poder que Paz si ganaran las elecciones porque tendría el control del Legislativo. Muchos dicen: el capitán Lara qué va a hacer si es vicepresidente, Rodrigo lo va a mandar a arrear, lo va a mandar a pasearse.  No pues, a ver, ¿quién es la cabeza? En Bolivia hay cuatro poderes, (entre ellos el) Poder Ejecutivo, que está a la cabeza del Presidente, y el Poder Legislativo ¿a la cabeza de quién está? Vicepresidente, yo voy a ser la cabeza del Poder Legislativo, señaló. El Legislativo es de donde sale la ley, donde se aprueban todos los proyectos.  ¿La plata dónde se aprueba? En el Poder Legislativo, yo tengo más poder que Rodrigo todavía, pero poder para hacer el bien, si yo no le apruebo, Rodrigo no hace nada.  ¿Ustedes creen que yo le voy a aprobar cosas para que se haga el mal? No pues, primero yo voy a analizar para qué va a ser, yo soy el que va a dar prioridad, continuó. Durante las últimas semanas rumbo a la segunda vuelta electoral, Lara generó polémica en una serie de ocasiones por algunas de sus promesas electorales, acusaciones y advertencias. Incluso, en una pasada declaración, amenazó a su candidato a la presidencia con quitarle el apoyo, aunque luego se reconcilió con su acompañante y aseguró que es un gran hombre."
Edman Lara,Septiembre,"La audiencia del candidato a la vicepresidencia por el Partido Demócrata Cristiano (PDC), Edman Lara, fue suspendida este lunes en el Juzgado del municipio de La Guardia, donde debía desarrollarse por un proceso relacionado con terrenos de la Policía.  El acto procesal fue reprogramado para el próximo 12 de septiembre, debido a que el fiscal asignado solicitó vacaciones. La suspensión fue confirmada por Lara, que acudió personalmente a La Guardia y calificó el proceso como una forma de persecución política.  De denunciante pasé a denunciado.  Ya me juzgaron y ahora pretenden juzgarme una vez más por el mismo hecho.  Si revisan los antecedentes, se trata del mismo lugar y del mismo hecho, declaró ante los medios. El origen del caso se remonta a la denuncia que Lara presentó contra un expolicía, a quien acusó de estafar a 68 familias con la venta irregular de terrenos.  Sin embargo, su denuncia fue rechazada y, en contraposición, se abrió un proceso en su contra. Fuentes cercanas al caso señalaron que el denunciante estaría considerando desistir de la acusación, aunque trascendió que los plazos ya habrían prescrito.  No obstante, se espera información oficial de la Fiscalía sobre este punto. Los dirigentes del PDC, por su parte, respaldaron a su candidato y lamentaron que el proceso judicial ocurra en plena campaña electoral. La audiencia, que se desarrollará el 12 de septiembre, será clave para definir la situación legal de Lara, quien asegura ser víctima de un proceso repetitivo que busca frenar su participación política."
Edman Lara,Septiembre,"A poco más de un mes del balotaje presidencial programado para el 19 de octubre, el exmandatario y actual candidato por la Alianza Libre, Jorge Tuto Quiroga denunció públicamente una campaña de guerra sucia en su contra, supuestamente liderada por Edman Lara, candidato a la vicepresidencia por el Partido Demócrata Cristiano (PDC). Mentiras, difamaciones, calumnias, insultos a granel, dijo Quiroga en declaraciones a los medios, asegurando que ha sido blanco constante de ataques personales desde el inicio de la campaña. En particular, cuestionó lo que calificó como un cántico homofóbico: Tuto maricón, atribuido a Lara, así como acusaciones infundadas sobre supuestas reuniones con miembros del alto mando policial. Jamás me he reunido con un policía o militar activo en los últimos 20 años, afirmó Quiroga, quien recordó que el reglamento electoral prohíbe expresamente los discursos de odio, insultos de carácter homofóbico, así como la difusión de información falsa y ataques personales. El expresidente también mencionó el acuerdo firmado recientemente entre los candidatos para evitar la guerra sucia. Se ha hecho un acuerdo donde hay la cláusula Lara, el punto 5, que dice que hay que parar eso. Ojalá que este señor [Lara] firme, porque hasta ahora no quiere hacerlo. Y si lo firma, que lo cumpla, declaró. Quiroga concluyó afirmando que no tiene grandes expectativas de que la situación cambie, señalando: A los que no tienen propuestas, solo les quedan los insultos."
Edman Lara,Septiembre,"Luego de no haber estado presente en el pacto de no agresión convocado por el Tribunal Supremo Electoral (TSE), el candidato vicepresidencial del PDC, Edmand Lara, expresó sus disculpas y comprometió a cumplir el acuerdo firmado por Rodrigo Paz y los candidatos de Libre contra la guerra sucia en la campaña. Rodrigo firmó un compromiso. Él es la cabeza, él es el parte del binomio y lo que firmó Rodrigo se cumple. No pasa nada. Somos caballeros. Somos respetuosos, dijo Lara al regresar a Santa Cruz. El expolicía estuvo en La Paz este miércoles, después de haber asistido al partido de la Selección el martes en El Alto. En horas de la noche llegó a suelo cruceño, donde dio sus explicaciones. Indicó que por, un cariño, el presidente de la Federación Boliviana de Fútbol lo invitó a él y su familia al partido de Eliminatorias. Sin embargo, el horario del pasaje le impidió llegar al encuentro del TSE en Santa Cruz. Nosotros no tenemos plata para comprarnos una entrada, tampoco un pasaje, pero fue una cortesía, un cariño, del presidente de la Federación por todo lo que venimos haciendo, por alentar a la selección, por apoyar a la selección nos invitaron y, bueno, aceptamos la invitación. Y el pasaje era a las 20.00, entonces tuvimos que esperar, por eso no pudimos llegar, dijo el candidato. AGRESIÓN Lara también mencionó que fue agredido a gritos en el aeropuerto. Esto ocurrió en El Alto, donde el vicepresidenciable recibió insultos. Ellos dicen que son intelectuales, pero a la hora de demostrar su educación muestran todo lo contrario: soberbia, ataques racistas, discriminatorios. No les importa si están con la esposa, mi hijo tiene que estar escuchando esas cosas, lamentó. En un video publicado en TikTok, Lara manifestó sus sinceras disculpas por su inasistencia. Ratificó su respaldo al acuerdo y su intención de la campaña sea limpia y transparente. El acuerdo con el TSE fue firmado por Paz y el binomio de la alianza Libre, Tuto Quiroga y Juan Pablo Velasco. El quinto punto del documento establece que las organizaciones políticas, sus candidatos y militancia, se comprometen a participar de los comicios de segunda vuelta evitando incurrir en campañas de desinformación y otras prácticas consideradas como guerra sucia, promoviendo en su lugar la difusión de sus planes de gobierno en el marco de una campaña respetuosa, informativa y equilibrada."
Edman Lara,Agosto,"El candidato a la Vicepresidencia por el Partido Demócrata Cristiano (PDC), Edman Lara, se presentó esta martes a las 10:00 a una audiencia en la Casa Judicial de La Guardia como acusado de un caso de supuesta coacción de unos terrenos; aunque minutos después ésta fue suspendida porque la parte querellante no se presentó.  Entre tanto, los militantes de esa organización política le brindaron su respaldo y califican esta acción como una persecución política.  El mismo Lara explicó, a los medios este martes, que se trata de un caso reabierto con la intención de perjudicarlo políticamente.  &quot;El caso se inició porque denuncié una estafa en la venta de 68 lotes de terrenos y pasé de ser denunciante a denunciado&quot;.  Según informaron desde la defensa del candidato, el caso se ventiló el 2023 y Lara fue declarado inocente, el caso ya se juzgó.  Sin embargo, se está volviendo a tratar, justo cuando el candidato lidera las elecciones generales y está a punto de ir a segunda vuelta en octubre próximo.  Se conoce que la audiencia fue reprogramada para el martes, 2 de septiembre, en el mismo juzgado de La Guardia.  Apoyo de su militanciaEntre tanto, militantes del PDC apoyan a su candidato desde la capital cruceña como en el mismo juzgado de La Guardia.  &quot;Te apoyamos, no vas a ir preso, ya es cosa juzgada.  En este momento vamos a ir apoyando a Lara.  No puedes caer preso porque se caen estas elecciones&quot;, manifestaron desde la dirigencia del PDC.  Para los seguidores de Lara, estas acciones legales solo buscan &quot;amedrentar al equipo.  Porque no pueden haber dos sentencias sobre un mismo caso.  Pero en lugar de darnos miedo, nos dan más garras, este es un movimiento del pueblo&quot;, afirmaron."
Edman Lara,Agosto,"El capitán Edman Lara, candidato a la vicepresidencia por el PDC y que de manera sorpresiva pasó a la segunda vuelta electoral en Bolivia, se hizo conocido públicamente en 2023 con sus denuncias de presunta corrupción en la Policía. Precisamente, por esta actitud de denuncia, tuvo un incidente con el entonces comandante departamental de la Policía en Santa Cruz, coronel Erick Holguín, que lo agarró del cuello frente a las cámaras de televisión. Pero, yo no tengo venganza, me olvidé de Holguín hace mucho tiempo con todas las cosas que venimos haciendo; no estamos para rencores, aquí no hay venganza, lo que pasó, pasó, dijo Lara este lunes. En las elecciones generales del domingo 17 de agosto, el binomio Rodrigo Paz y Edman Lara —del Partido Demócrata Cristiano (PDC) —- sorprendió con el mayor apoyo electoral de los comicios, después de que esa dupla no figurara como ganador en ninguna de las encuestas previas. Según los datos preliminares difundidos por el Tribunal Electoral, al 95,41% de actas computadas, el binomio del PDC logró el 32,14% de los votos, seguido por el binomio Jorge Tuto Quiroga y Juan Pablo Velasco, de la Alianza Libre, con el 26,81% de apoyo.  Ambas agrupaciones pasaron a la segunda vuelta electoral. Solo decirle al pueblo que a todo aquel jefe policial, fiscal o funcionario público que haya amasado fortunas a costa de la corrupción, se lo va a investigar de dónde tiene su patrimonio.  Al que ha robado a la patria, se lo va a incautar sus bienes, agregó Lara. El candidato aseguró que no tiene nada personal contra nadie, pero que se hará una auditoría a todos los procesos de los policías que deberían estar dados de baja, pero siguen aquí entrando a la cárcel como si nada y luego saliendo para seguir robando o extorsionando. Vamos a hacer una investigación de fortunas a todos los jefes del alto mando y a todo funcionario público que ha amasado fortunas con corrupción, insistió.  Cuando fue consultado si entonces el coronel Holguín debería preocuparse, Lara respondió: Si ha sido corrupto, sí, pero si no ha sido corrupto, que se quede tranquilo.  Yo no tengo ninguna venganza personal con él, lo que pasó, pasó."
Edman Lara,Agosto,"Sorpresivo.  Edman Lara, candidato a la vicepresidencia por el Partido Demócrata Cristiano (PDC), participó la noche del jueves en un ampliado de la Federación de Transportistas 16 de Noviembre, en la capital cruceña, en la que recibió el espaldarazo de dirigentes de distintos sectores y autoridades del Movimiento Al Socialismo (MAS).  Este respaldo se conoce a menos de dos meses para la segunda vuelta electoral que se vivirá en el país el 19 de octubre en la que disputará el binomio del PDC, Rodrigo Paz Pereira-Edman Lara y la dupla Jorge Tuto Quiroga-Juan Pablo Velasco (Libre).  En ese escenario es que diferentes actores políticos y organizaciones evalúan a qué partido u alianza brindarán su apoyo. En la testera del acto de los transportistas se encontraba Lara que fue recibido con guirnaldas por los transportistas, acompañado del concejal del MAS José Quiroz, de Bismark Daza, dirigente del transporte público cruceño, entre otros.  Al salir del lugar, el legislador oficialista Quiroz manifestó que decidieron dar el apoyo a Lara porque viene de abajo y representa a los pobres.  Ha sido golpeado por sus mismos camaradas y quisieron enviarlo a la cárcel, dijo a la red DTV.  En tanto, el excapitán sostuvo que se debe buscar la unidad entre los bolivianos con las organizaciones sociales, sin discurso de odios, a pesar de las diferencias ideológicas.  El país está primero, indicó.  AmenazasDurante el acto, Edman Lara acusó que la aplicación Yango de estar presuntamente ligadas a organizaciones delictivas extranjeras, según información que recolectó de internet, y que la empresa apunta a la política extractivista.  &quot;Hay que hacer regulación, no me van a callar&quot;, denunció.  Quiroz y sus respaldosEn diciembre de 2024, el concejal del MAS, José Quiroz, condecoró al ahora excandidato presidencial por Alianza Popular (AP), Andrónico Rodríguez, por su &quot;destacada trayectoria como senador y presidente del Senado durante cinco gestiones&quot;.  Esa acción ocasionó polémica en el Legislativo, ya que se trataba de un &quot;acto proselitista y abuso&quot; en palabras del concejal por C-A, José Alberti.  En aquella oportunidad, Quiroz destacó la hospitalidad cruceña y valoró el trabajo de Rodríguez en favor de Bolivia.  &quot;La ley del cruceño es la hospitalidad.  Agradecemos al compañero Andrónico por su lucha desde el campo hasta la presidencia del Senado.  Su gestión inspira a muchos bolivianos&quot;, afirmó el concejal. En cuanto a la labor en el Órgano deliberante cruceño, en diferentes ocasiones el legislador del MAS ha brindado su apoyo al partido de UCS y estuvo en contra del revocatorio hacia el alcalde Jhonny Fernández, que fue promovido por activistas."
Edman Lara,Agosto,"El capitán Edman Lara, candidato a la vicepresidencia del Partido Demócrata Cristiano (PDC) que pasó de manera sorpresiva al balotaje en Bolivia, se convirtió en uno de los personajes más virales de las redes sociales por sus declaraciones actuales y del pasado, en medio de una serie de cuestionamientos de sus adversarios.  En las últimas horas, Lara respondió a sus críticos mediante un video en el que denuncia una presunta guerra sucia implementada en su contra.  Cuando el rival no tiene recursos, no tiene ideas para enfrentarte y cuando prácticamente se ve derrotado, recurre a la guerra sucia, se victimiza y se hace al pobrecito, pero por debajo, por atrás, ordena a su gente atacarte, dijo. En las elecciones generales del 17 de agosto, el binomio del PDC, Rodrigo Paz y Edman Lara, sorprendió logrando ubicarse en el primer lugar de la preferencia electoral, después de que no figurara como favorito en ninguna de las encuestas. En el segundo lugar se ubicó el binomio Jorge Tuto Quiroga y Juan Pablo Velasco, de la Alianza Libre.  Ahora ambas agrupaciones políticas se volverán a enfrentar en la segunda vuelta electoral prevista para el próximo 19 de octubre.  Durante la campaña electoral para la primera vuelta, Paz y Lara prácticamente pasaron desapercibidos, incluso no fueron invitados a algunos debates ni tampoco han sido centro de la guerra sucia electoral, como los candidatos que ocupaban los primeros puestos de las encuestas.  Pero ahora todos los medios me están atacando, especialmente (…) la mayoría de los medios grandes (…), porque están preocupados, ya están desesperados.  No me preocupa, más bien me fortalece, afirmó Lara. Mensaje a sus seguidores Lara denunció que le crearon cuentas faltas en X utilizando sus fotografías pasadas y aclaró que él no usa esa red social.  Sin embargo, ataque que le hacen al capitán Lara, le hacen ataque al pueblo, porque todos ustedes creyeron en este proyecto y ahora les pido a todos ustedes que a todo ataque (…) comenten, defiendan la propuesta.  Si borran tu comentario, vuelve a escribir, que no nos ganen, que no nos desmoralicen.  Así como nos están atacando, nosotros respondamos con educación, dijo Lara a sus seguidores. Rodrigo PazLara señaló que lo quieren sacar del camino electoral hablando mal de él a su acompañante Rodrigo Paz (candidato a la presidencia del PDC).  Le están hablando mal a Rodrigo Paz porque saben (…) que yo no le voy a dejar robar porque a la primera que vea cosas chuecas, voy a cantar, voy a denunciar, aseguró.  Cuando yo le digo a la gente que si el presidente comete actos de corrupción, yo lo voy a denunciar, muchos dicen que al capitán se le han subido los humos, qué le pasa a este tipo.  O sea, ¿qué tengo que hacer entonces? Si lo veo robar al presidente, ¿lo tengo que aplaudir? Y a los que dicen basta con ese discurso, basta ellos, yo no voy a pensar como ellos quieren que piense, puntualizó."
Edman Lara,Agosto,"El candidato a la Vicepresidencia por el Partido Demócrata Cristiano (PDC), Edman Lara, celebró en Santa Cruz de la Sierra los resultados preliminares de las Elecciones Generales, pero afirmó que todavía falta ganar la final, en alusión a la casi probable segunda vuelta, donde se enfrentará a la alianza Libre, compuesta por los candidatos Jorge Tuto Quiroga y Juan Pablo Velasco. Todavía no hemos ganado la final, estamos en la final, tenemos que trabajar para ganar esa final, pero tenemos que demostrarle al pueblo por qué debe confiar en nosotros, dijo el expolicía. Del mismo modo, hizo un llamado a todos los que quieran sacar adelante Bolivia, todos los que quieran cambiar el sistema corrupto y que pongan por delante a Dios y los intereses de esta patria amada, están bienvenidos, las puertas están abiertas, expresó. Afirmó que, junto al candidato a la Presidencia, Rodrigo Paz, tienen proyectos grandes, reformas tributarias, inversión internacional, seguridad jurídica, libre exportación, ser duro y frontal contra la corrupción, se acaba la corrupción, el corrupto va a ser sancionado con la pena máxima, advirtió. Agradeció a Dios, al pueblo, a su familia por el apoyo, a pesar que el PDC se encontraba último en las encuestas e, incluso, les negaron el ingreso a debates.  Sobre las felicitaciones que hizo Tuto Quiroga sobre el virtual triunfo, Lara dijo agradecer con humildad y que espera reglas claras para que el pueblo exija a sus próximos gobernantes."
Edman Lara,Agosto,"Después de que el Partido Demócrata Cristiano (PDC) sorprendiera en la primera vuelta de las elecciones generales con la mayor preferencia electoral, su candidato a la vicepresidencia Edman Lara aseguró este lunes que se enterraron los que promovían el odio y división en el país. Se enterraron solitos los que promovían el odio, parece que lo ayudaron para salvar su personería jurídica raspando, pero se fueron los que promovían la división y el odio, a partir de ahora todos somos bolivianos: cambas, collas, chapacos, chaqueños.  Somos Bolivia: rojo, amarillo y verde, dijo Lara en una entrevista con EL DEBER Radio. En las elecciones del 17 de agosto, el binomio Rodrigo Paz y Edman Lara, del PDC, logró el 32,14% de apoyo electoral, según el sistema de resultados preliminares del Tribunal Supremo Electoral (TSE) al 95,41% de actas computadas. En el segundo lugar se ubicó el binomio Jorge Tuto Quiroga y Juan Pablo Velasco, de la Alianza Libre, con el 26,81% de votos, por lo que ambas agrupaciones pasaron a la segunda vuelta electoral que será el próximo 19 de octubre.  En caso de que ganemos, no habrá más exclusión ni más pelea entre bolivianos, acá va a primar la unidad y unidos vamos a sacar adelante esta patria amada, agregó Lara. Consideró que la clave de su éxito electoral estuvo en la fe, la perseverancia, la actitud, el compromiso y en el decir la verdad a la gente siendo honesto y sincero.  Apoyo de Doria Medina El candidato de la Alianza Unidad, Samuel Doria Medina, se ubicó en el tercer lugar de la preferencia electoral con 19,86% de votos y, tras ese resultado, reconoció su derrota y anunció su apoyo a Rodrigo Paz. Lara dijo que lo ven bien ese apoyo porque siempre se abrirá la puerta y siempre estarán dispuestos a hablar con todo aquel que quiera lo mejor para Bolivia. Pero sin corrupción, sin apetitos personales, sin condiciones, ni repartijas, todo lo que sea por el bien de la patria, bienvenido.  No vamos a entrar al juego de repartijas, aquí va a primar la meritocracia y el respeto a la ley, remarcó."
